k_bad,instance,strategy,growth
0,13,robust_G2,0.05012832986001605
0,13,robust_G3,0.038693782988644065
0,13,robust_G6,0.025502035407568808
0,13,equal_weight,0.07273894300174973
0,13,oracle_kelly,0.07994095637556517
0,14,naive_kelly,0.04964008745548711
0,14,robust_G0,0.050241831946314625
0,14,robust_G1,0.04691056274448349
0,14,robust_G2,0.034037147193789495
0,14,robust_G3,0.014999755155937596
0,14,robust_G6,0.002185900812851339
0,14,equal_weight,0.05014842753600248
0,14,oracle_kelly,0.05415717991814779
0,15,naive_kelly,0.06037082311180268
0,15,robust_G0,0.06062158092018719
0,15,robust_G1,0.052552698551882424
0,15,robust_G2,0.037631182973790686
0,15,robust_G3,0.00617228087352226
0,15,robust_G6,0.0
0,15,equal_weight,0.04773955558993579
0,15,oracle_kelly,0.06457756577616243
0,16,naive_kelly,0.023503336325212024
0,16,robust_G0,0.023266882672269812
0,16,robust_G1,0.01390013810303215
0,16,robust_G2,0.0
0,16,robust_G3,0.0
0,16,robust_G6,0.0
0,16,equal_weight,0.012822962700047631
0,16,oracle_kelly,0.025635717392543868
0,17,naive_kelly,0.07797459953697393
0,17,robust_G0,0.07845133182864131
0,17,robust_G1,0.08509474604472661
0,17,robust_G2,0.081112844845077
0,17,robust_G3,0.08020219153712574
0,17,robust_G6,0.0620563223037926
0,17,equal_weight,0.07146606127066096
0,17,oracle_kelly,0.08545433359400093
0,18,naive_kelly,0.1063401777529894
0,18,robust_G0,0.10617578470608982
0,18,robust_G1,0.09870948715084986
0,18,robust_G2,0.0868609886378525
0,18,robust_G3,0.07429266575325373
0,18,robust_G6,0.03240586232433293
0,18,equal_weight,0.09584408123390238
0,18,oracle_kelly,0.1079763785999201
0,19,naive_kelly,0.07089009560702897
0,19,robust_G0,0.07050097067764362
0,19,robust_G1,0.06320807188768107
0,19,robust_G2,0.04967066780955749
0,19,robust_G3,0.025152331278208012
0,19,robust_G6,0.005660302257538143
0,19,equal_weight,0.071614239960918
0,19,oracle_kelly,0.07465823359290638
0,20,naive_kelly,0.07325707132103004
0,20,robust_G0,0.0733668837775115
0,20,robust_G1,0.0680594062551034
0,20,robust_G2,0.05962553680560421
0,20,robust_G3,0.05308796184636769
0,20,robust_G6,0.03167188981202601
0,20,equal_weight,0.0612310083616587
0,20,oracle_kelly,0.07622705641865479
0,21,naive_kelly,0.04913675063699891
0,21,robust_G0,0.049026182336857974
0,21,robust_G1,0.04596749113265031
0,21,robust_G2,0.033906720205080884
0,21,robust_G3,0.01976924957851462
0,21,robust_G6,0.01976924957851462
0,21,equal_weight,0.02777319401446839
0,21,oracle_kelly,0.053859088489751586
0,22,naive_kelly,0.04497398869298115
0,22,robust_G0,0.04508436822121521
0,22,robust_G1,0.044507852538929304
0,22,robust_G2,0.032610200713943445
0,22,robust_G3,0.012701194551364293
0,22,robust_G6,0.0
0,22,equal_weight,0.0422023077145172
0,22,oracle_kelly,0.05307830081063551
0,23,naive_kelly,0.07189158311160265
0,23,robust_G0,0.07167013843812836
0,23,robust_G1,0.06476543211632717
0,23,robust_G2,0.04487652070822642
0,23,robust_G3,0.023884313251388338
0,23,robust_G6,0.0007227450050050975
0,23,equal_weight,0.06600187880360442
0,23,oracle_kelly,0.07423047362472399
0,24,naive_kelly,0.06682242542681925
0,24,robust_G0,0.06661949098420121
0,24,robust_G1,0.06048633822761994
0,24,robust_G2,0.056150014945277424
0,24,robust_G3,0.04431269624224974
0,24,robust_G6,0.00035907966287538164
0,24,equal_weight,0.0560494911508481
0,24,oracle_kelly,0.06769142396515433
0,25,naive_kelly,0.05925296412103316
0,25,robust_G0,0.05967109997246029
0,25,robust_G1,0.05678037101738876
0,25,robust_G2,0.05072282723913736
0,25,robust_G3,0.04292393790775389
0,25,robust_G6,0.020981651406574403
0,25,equal_weight,0.05627063357186669
0,25,oracle_kelly,0.06275335464250673
0,26,naive_kelly,0.08533791866964115
0,26,robust_G0,0.0854720503224447
0,26,robust_G1,0.07533724356646938
0,26,robust_G2,0.06494954246002378
0,26,robust_G3,0.04859374894654331
0,26,robust_G6,0.003739576344763831
0,26,equal_weight,0.07240436459890809
0,26,oracle_kelly,0.0868598042661799
0,27,naive_kelly,0.08042643131062624
0,27,robust_G0,0.08058589578860598
0,27,robust_G1,0.07828894102499068
0,27,robust_G2,0.07126509292464611
0,27,robust_G3,0.06089720478246094
0,27,robust_G6,0.0210084044697535
0,27,equal_weight,0.07838455912760112
0,27,oracle_kelly,0.08307448079644399
0,28,naive_kelly,0.06466826416512948
0,28,robust_G0,0.06462843193719525
0,28,robust_G1,0.06220383066535744
0,28,robust_G2,0.03339039351411346
0,28,robust_G3,0.008083004528822432
0,28,robust_G6,0.006742828529807102
0,28,equal_weight,0.04824420872722657
0,28,oracle_kelly,0.06872068410897644
0,29,naive_kelly,0.08000801734339427
0,29,robust_G0,0.08011155317561228
0,29,robust_G1,0.07637874822698595
0,29,robust_G2,0.059276738976862524
0,29,robust_G3,0.03948193259157298
0,29,robust_G6,0.01521726860627406
0,29,equal_weight,0.06768629604645891
0,29,oracle_kelly,0.08141696535705852
0,30,naive_kelly,0.06551169250925948
0,30,robust_G0,0.06509744078859511
0,30,robust_G1,0.06011096042098697
0,30,robust_G2,0.053785381402188845
0,30,robust_G3,0.031057811358385617
