variant,strategy,rounds,bets_per_round,cum_log_growth,max_drawdown,sharpe_like,worst_round
bootstrap_intervals,equal_weight,49,10.693877551020408,0.09745626292162075,0.6672288341141215,0.04597051294137776,-0.2995578669319748
bootstrap_intervals,random,49,10.693877551020408,-0.2529020310827948,0.6044245661309824,-0.16539283918721304,-0.21401386036886058
several_per_event,naive_kelly,49,10.89795918367347,-0.08031764307742688,0.3559536044852659,-0.07167198351089331,-0.20580105304958238
several_per_event,robust_G0,49,10.89795918367347,-0.09306428102812164,0.34787813682241875,-0.08317664400165074,-0.20552519908590883
several_per_event,robust_G2,49,10.89795918367347,-0.15524819370761458,0.3799189799301179,-0.19394447637282022,-0.15258522463044058
several_per_event,robust_G5,49,10.89795918367347,-0.04949863291464419,0.33111737035494115,-0.07423378983848641,-0.15251924497756453
several_per_event,equal_weight,49,10.89795918367347,0.16509521442213176,0.6310997850550583,0.0771054533847202,-0.2995578669319748
several_per_event,random,49,10.89795918367347,-0.1891538134639319,0.5902123837317872,-0.12123398406109123,-0.2375237094897999
weak_prior,naive_kelly,49,10.775510204081632,-0.03369844210738737,0.27503192398441534,-0.030563557160142626,-0.22546104945456807
weak_prior,robust_G0,49,10.775510204081632,-0.035059098501461654,0.2681870450356336,-0.0318380555802793,-0.2254610494545721
weak_prior,robust_G2,49,10.775510204081632,-0.12156776577516067,0.2708244859461235,-0.15636269694443758,-0.16145366653968157
weak_prior,robust_G5,49,10.775510204081632,-0.08602792032256938,0.26995395125120536,-0.12670878133724642,-0.1614536665396815
weak_prior,equal_weight,49,10.775510204081632,-0.2504776917818558,0.7042034081014412,-0.11922806838591508,-0.2995578669319748
weak_prior,random,49,10.775510204081632,-0.512605806872342,0.6412320377289091,-0.3454412253038984,-0.22693181198311752
budget_0.2,naive_kelly,49,10.693877551020408,0.06585912933783315,0.14552394219024412,0.09317209133869346,-0.13459015397276472
budget_0.2,robust_G0,49,10.693877551020408,0.06981161518630453,0.14513965314029975,0.09882502584584377,-0.13459015397276472
budget_0.2,robust_G2,49,10.693877551020408,-0.05819670249820933,0.16873040127299133,-0.13454487498580697,-0.0886624109467481
budget_0.2,robust_G5,49,10.693877551020408,-0.05621598028075577,0.1519552779596295,-0.15017284346011525,-0.08866241094674816
budget_0.2,equal_weight,49,10.693877551020408,0.1210105999289987,0.443519285586924,0.1014816541845461,-0.16007094785913487
budget_0.2,random,49,10.693877551020408,-0.009393743193004692,0.3572923740999725,-0.011430890455981323,-0.1075495671279893
burn_in_4,naive_kelly,53,10.528301886792454,-0.11630261876802135,0.2607019818882045,-0.08929995081443942,-0.22851206742921754
burn_in_4,robust_G0,53,10.528301886792454,-0.14433378682030099,0.26344441579900735,-0.11078527396059548,-0.22747932929233267
burn_in_4,robust_G2,53,10.528301886792454,-0.1312228480310928,0.256424584511158,-0.1675677766790613,-0.16061872267150035
burn_in_4,robust_G5,53,10.528301886792454,-0.09369286909413384,0.259215560888408,-0.1368406185956185,-0.1606187226715002
burn_in_4,equal_weight,53,10.528301886792454,0.1991592010578307,0.6672288341141215,0.08903355527641188,-0.2995578669319748
burn_in_4,random,53,10.528301886792454,-0.2840959873650986,0.6328102036594656,-0.17509932535016784,-0.2533834971870979
burn_in_12,naive_kelly,45,10.822222222222223,-0.15230487125195427,0.2607019818882045,-0.15188802270000554,-0.2254610494545628
burn_in_12,robust_G0,45,10.822222222222223,-0.17778830501764972,0.26344441579900746,-0.1769982867307005,-0.2254610494545721
burn_in_12,robust_G2,45,10.822222222222223,-0.2019084396203831,0.256424584511158,-0.28624433926003806,-0.16061872267150035
burn_in_12,robust_G5,45,10.822222222222223,-0.13069247920105392,0.259215560888408,-0.2085263117536796,-0.1606187226715002
burn_in_12,equal_weight,45,10.822222222222223,0.01572951584877315,0.6672288341141213,0.0077522092851823,-0.2995578669319748
burn_in_12,random,45,10.822222222222223,-0.18567922571988432,0.5932450755296914,-0.12496768048410166,-0.2412165024291286
active_40changes,naive_kelly,49,8.448979591836734,-1.2239790165842779,0.7175439666540196,-0.8245833029510371,-0.26032393727765635
active_40changes,robust_G0,49,8.448979591836734,-1.2441538903443932,0.721853157364464,-0.8341164559645058,-0.2646167995207848
active_40changes,robust_G2,49,8.448979591836734,-0.7439640393184357,0.524773639157293,-0.8807422875084943,-0.21202216489826986
active_40changes,robust_G5,49,8.448979591836734,-0.23920571693511616,0.21274708554323585,-0.6313799378130193,-0.11682589065439476
active_40changes,equal_weight,49,8.448979591836734,-2.3228716206560494,0.9225050324557911,-1.0053557022549329,-0.4307829160924542
active_40changes,random,49,8.448979591836734,-1.8056345640672653,0.8641339261441047,-1.167269979848441,-0.23696456465312393
fresh_3h,naive_kelly,49,11.408163265306122,-0.5811964064574855,0.6419112814966335,-0.38632932546380555,-0.24662447468716905
fresh_3h,robust_G0,49,11.408163265306122,-0.587442406902683,0.643077693519958,-0.3905656371433624,-0.24799955041319463
fresh_3h,robust_G2,49,11.408163265306122,-0.2757698725538352,0.4008994956923647,-0.3140200161838889,-0.1713110248037992
fresh_3h,robust_G5,49,11.408163265306122,-0.1417289192130174,0.29412572557541816,-0.2518228365197615,-0.10086787273434056
fresh_3h,equal_weight,49,11.408163265306122,-0.8472051894938303,0.8043079595328444,-0.42034794333787034,-0.4307829160924542
fresh_3h,random,49,11.408163265306122,-0.9016614828735293,0.7541735939350603,-0.5929084633894034,-0.31999053088807383
