bets,events,share_yes,mean_price,mean_p_hat,win_rate,mean_roi,roi_lo,roi_hi
524,522,0.22900763358778625,0.6156135496183206,0.6422470595716793,0.6221374045801527,0.01458644893782924,-0.05830061080889704,0.08836665725566237
